"noise_mean","noise_variance","func_values"
0.9,0.01,2.2539435554544505
0.1907496929168706,0.014150396347045905,2.260563932112809
0.196194866037195,0.015172033220217223,2.2583979940374275
0.2019819591532317,0.014964421936678705,2.2782251531438655
0.21081866986618558,0.014964421936678705,2.266682853170445
0.21081094945591217,0.015340359196757867,2.263666405745271
0.22268787123664846,0.015532357362767403,2.306294882406692
0.23891094991930747,0.015721967868246582,2.3348928126948567
0.24909462482529704,0.016032867443458953,2.220806490743129
0.2173774040307934,0.01635826507308672,2.259082618882123
0.222480339295261,0.016204843156174625,2.2352328413837452
0.22378864529135706,0.015906658563231667,2.1922845117066228
0.22518732432442803,0.016105491795272063,2.232931347714852
0.21568723407949117,0.016457799428293646,2.281776357150916
0.21771515580117945,0.017640093520601995,2.2044119107939166
0.216205607357636,0.016708131548468633,2.265047541172118
0.22475934726786667,0.016551084901833858,2.272001556147
0.21966714330632908,0.017352778076766433,2.242841022065231
0.21954781728243833,0.01824175844045869,2.293925829773171
0.21727515433010058,0.01887416315201756,2.187447344455086
0.22813891204660564,0.016986746836815805,2.240981855783824
0.2338603779050468,0.01698721015178728,2.2468423217359788
0.2411230277950972,0.016900941291694636,2.2059433868466556
0.23931725414333582,0.01771803330812233,2.20491406727726
0.25103041979870333,0.017861916629145626,2.289220696326718
0.24279348414905838,0.01857360236983814,2.1947229907868784
0.2458284027009216,0.019037942429084097,2.2552260089305247
0.24582839711465038,0.01998983998670776,2.2130373198407995
0.25386972479443204,0.01918447451291572,2.286988761610767
0.2522819737347073,0.020323761258563118,2.219946886763198
0.2584139662733327,0.020335778253020652,2.2232662239550818
0.26475444567042006,0.019815716541105637,2.1563372589189505
0.2822610725391189,0.019940223983188007,2.264283604428513
0.2893450982965854,0.020425117705611673,2.2707382920169743
0.285728284567878,0.02131871660523218,2.25378942158898
0.288972026079696,0.02176112161290912,2.1899705270394936
0.3026269420093164,0.021777591211786074,2.2517172945776096
0.30262617469092457,0.021776739754726077,2.2338826370144074
0.30484348038721654,0.022044684439621723,2.1958570378343714
0.312464567396897,0.022320242995116993,2.246369097201611
0.32074342901231395,0.023105552081697508,2.3084693341541
0.30333397897850506,0.024341456044001997,2.1587442111711375
0.3043913619054099,0.024544651265945235,2.2050713152291803
0.31534783663006916,0.02404520498526303,2.2562387477087387
0.33401864675026294,0.02397886876346176,2.287248768821183
0.35222019315199316,0.02376811809935707,2.263885742764094
0.3422799544466917,0.025167734854199632,2.2348143229154545
0.35618507759608853,0.02501043651136088,2.327601565722584
0.373994331475893,0.02516675173955689,2.2861794147085903
0.3843479984008915,0.026014885404900913,2.188007687784695
0.3651305984808469,0.02731562967514596,2.1654309162637073
0.36655688988116275,0.026590058261899897,2.2596106312996573
0.38488493890613495,0.026590081783910757,2.235895765672831
0.3644401288560326,0.027879048129786053,2.2842080430345866
0.38257044971191223,0.027883222372336314,2.3224098504564865
0.40169897219750794,0.026489061253719498,2.2804268189452133
0.4017243644796655,0.028462980905024898,2.2510888674573843
0.4105120200262109,0.030108514171057008,2.1896453616896983
0.41173103564311087,0.03029870288317521,2.2547500969726837
0.4268492846081314,0.030807626408166047,2.279326008837741
0.4215136685505297,0.03061507874311499,2.2379568615910315
0.4499992794413302,0.031655559409718245,2.292351983791241
0.4668742524203802,0.03244694839496121,2.217594810994617
0.46979230709078157,0.03346090764374461,2.2117220353157423
0.46970771924251997,0.03513655694788286,2.200003316333429
0.481450412223583,0.03777179871897408,2.267815032737589
0.4739277495325894,0.03765376184797728,2.26821046902822
0.47399717254277485,0.037607797783221444,2.166374372225564
0.5010134688972812,0.03660954029981599,2.2574142237978143
0.5262234420882107,0.03660427533220542,2.252413840963665
0.504750866269847,0.03729127573898358,2.204097219851205
0.5065315545778737,0.03732062470873265,2.228065582754724
0.5275026453847457,0.03727684590447246,2.2495084092860878
0.536569097102296,0.03841262480312436,2.282352402303509
0.5634021061956963,0.040331942745437416,2.314378619260276
0.5634022064052963,0.03831540085020113,2.294979631693304
0.5108858581617556,0.04011517700341859,2.3302686588585515
0.5108869376557357,0.042120748634305975,2.253810478158383
0.5429762048980551,0.04132413168477979,2.2427419825714883
0.5786312879467048,0.04145734776783585,2.1910751310288625
0.6079513790927553,0.04360338642061933,2.1954710553922094
0.6051683985366055,0.04407657258429036,2.300122372163939
0.5920102151031528,0.04690811372429639,2.2731419207800183
0.6510121987204952,0.045483363088058865,2.1949373917338613
0.6469433724784921,0.04718898920386107,2.296234031352332
0.648491235039598,0.04910949811506314,2.242866661891418
0.6477919542631363,0.05158882581488179,2.2095023431291168
0.6882775922829737,0.053201581768536614,2.2791325989489803
0.6894972133900603,0.055679948179462965,2.299354855901693
0.6898002150951634,0.05843403936626941,2.216702135198057
0.7436908568994729,0.057338401128151875,2.2446264744531548
0.7384288718783505,0.05727978185209619,2.2201915200675204
0.7568827498059572,0.05871242800855639,2.275778544946954
0.7470697561773962,0.05927392114598258,2.254093846194742
0.7661357616985064,0.059925902293115736,2.2666433830879047
0.8044323207674484,0.056742830222021534,2.2433421561439815
0.8119836935051215,0.0585693786020932,2.240206829086257
0.9277746298762987,0.06960690383230705,2.275653152610965
0.9103380665241818,0.06895576964779826,2.23843781359822
0.9439923491715021,0.06728995582781544,2.2760417101088684
